estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
191,301,16,"(1000000, 271)","(1, 256)",17000000,1.419679053005569,4.810946520300041,Compute
192,301,16,"(1000000, 271)","(2, 4)",34000000,2.409331035703369,2.8348117791983203,Compute
193,301,16,"(1000000, 271)","(2, 8)",17000000,1.419679053005569,4.810946520300041,Compute
194,301,16,"(1000000, 271)","(2, 16)",17000000,1.419679053005569,4.810946520300041,Compute
195,301,16,"(1000000, 271)","(2, 32)",17000000,1.419679053005569,4.810946520300041,Compute
196,301,16,"(1000000, 271)","(2, 64)",17000000,1.419679053005569,4.810946520300041,Compute
197,301,16,"(1000000, 271)","(2, 128)",17000000,1.419679053005569,4.810946520300041,Compute
198,301,16,"(1000000, 271)","(4, 2)",34000000,2.409331035703369,2.8348117791983203,Compute
199,301,16,"(1000000, 271)","(4, 4)",17000000,1.419679053005569,4.810946520300041,Compute
200,301,16,"(1000000, 271)","(4, 8)",17000000,1.419679053005569,4.810946520300041,Compute
201,301,16,"(1000000, 271)","(4, 16)",17000000,1.419679053005569,4.810946520300041,Compute
202,301,16,"(1000000, 271)","(4, 32)",17000000,1.419679053005569,4.810946520300041,Compute
203,301,16,"(1000000, 271)","(4, 64)",17000000,1.419679053005569,4.810946520300041,Compute
204,301,16,"(1000000, 271)","(8, 1)",33875000,2.4020545664266946,2.843399186455757,Compute
205,301,16,"(1000000, 271)","(8, 2)",17000000,1.419679053005569,4.810946520300041,Compute
206,301,16,"(1000000, 271)","(8, 4)",17000000,1.419679053005569,4.810946520300041,Compute
207,301,16,"(1000000, 271)","(8, 8)",17000000,1.419679053005569,4.810946520300041,Compute
208,301,16,"(1000000, 271)","(8, 16)",17000000,1.419679053005569,4.810946520300041,Compute
209,301,16,"(1000000, 271)","(8, 32)",17000000,1.419679053005569,4.810946520300041,Compute
210,301,16,"(1000000, 271)","(16, 1)",16937500,1.416027778099711,4.8233517065362665,Compute
